,predicted dendrite,real dendrite,ephys predicted creline,real creline,real e-type,ephys e-type predictions,real m-type,real me-type,ephys m-type predictions,ephys me-type predictions,specimen_id,morph me-type predictions,morph m-type predictions,morph e-type predictions,ephys and morph me-type predictions,ephys and morph m-type predictions,ephys and morph e-type predictions
1556,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,489731121,,,,,,
1557,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,487640196,,,,,,
1558,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,480171188,,,,,,
1559,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,,Exc_1,,,Spiny_1,ME_Exc_7,574584859,,,,,,
1560,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Exc_1,,,Spiny_1,ME_Exc_7,501563275,,,,,,
1561,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,507101551,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
1562,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,,Exc_1,,,Spiny_1,ME_Exc_7,485608017,,,,,,
1563,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,517645929,,,,,,
1564,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,484818613,,,,,,
1565,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,,Inh_6,,,Spiny_1,ME_Inh_24,477862382,,,,,,
1566,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,574399717,,,,,,
1567,spiny,spiny,Chrna2-Cre_OE25,Penk-IRES2-Cre-neo,,Inh_6,,,Spiny_1,ME_Exc_7,605660220,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1568,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,,Exc_1,,,Spiny_1,ME_Exc_7,580585082,,,,,,
1569,spiny,spiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,580234482,,,,,,
1570,aspiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,,Exc_1,,,Spiny_15,ME_Exc_7,569958754,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1571,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,500864322,,,,,,
1572,spiny,sparsely spiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,578898150,,,,,,
1573,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,318808427,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1574,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,517982558,,,,,,
1575,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,,Inh_3,,,Spiny_7,ME_Exc_10,587064346,,,,,,
1576,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,476198393,,,,,,
1577,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,500966656,,,,,,
1578,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,,Inh_6,,,Spiny_1,ME_Exc_7,521938313,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1579,spiny,spiny,Chrna2-Cre_OE25,Nos1-CreERT2,,Inh_6,,,Spiny_1,ME_Exc_7,560924300,,,,,,
1580,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,,Inh_5,,,Spiny_7,ME_Exc_10,594589186,,,,,,
1581,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,,Inh_6,,,Spiny_1,ME_Exc_7,501842713,,,,,,
1582,aspiny,aspiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Exc_1,,,Aspiny_4,ME_Inh_7,488493019,,,,,,
1583,aspiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,,Exc_1,,,Spiny_1,ME_Exc_7,534524026,,,,,,
1584,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Inh_6,,,Spiny_1,ME_Exc_7,473951795,,,,,,
1585,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,467703703,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1586,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Exc_1,,,Spiny_1,ME_Exc_7,487155664,,,,,,
1587,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Inh_6,,,Spiny_1,ME_Exc_7,507914933,,,,,,
1588,aspiny,sparsely spiny,Chrna2-Cre_OE25,Vip-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,575910132,,,,,,
1589,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Inh_6,,,Spiny_1,ME_Exc_7,488432250,,,,,,
1590,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,,Inh_6,,,Spiny_1,ME_Exc_7,485574721,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1591,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,579392973,,,,,,
1592,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,484742605,,,,,,
1593,aspiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Inh_6,,,Spiny_1,ME_Exc_7,490385956,,,,,,
1594,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,483024426,,,,,,
1595,spiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Exc_1,,,Spiny_1,ME_Exc_7,522108467,,,,,,
1596,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,565191521,,,,,,
1597,aspiny,aspiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,,Inh_6,,,Spiny_1,ME_Exc_7,572410577,,,,,,
1598,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,466378900,,,,,,
1599,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Inh_6,,,Spiny_1,ME_Exc_7,488688374,,,,,,
1600,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,572735890,,,,,,
1601,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Exc_1,,,Spiny_1,ME_Exc_7,471800189,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1602,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,,Inh_6,,,Spiny_1,ME_Exc_7,485577686,,,,,,
1603,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,480171386,,,,,,
1604,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,,Exc_1,,,Spiny_1,ME_Exc_7,605690670,,,,,,
1605,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Exc_1,,,Spiny_1,ME_Exc_7,481136138,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1606,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,500894271,,,,,,
1607,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,488434725,,,,,,
1608,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,469614747,,,,,,
1609,aspiny,aspiny,Chrna2-Cre_OE25,Nkx2-1-CreERT2,,Exc_1,,,Spiny_1,ME_Exc_7,581157315,,,,,,
1610,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,314800874,,,,,,
1611,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_5,,,Spiny_5,ME_Inh_24,476619123,,,,,,
1612,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,322246422,,,,,,
1613,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,328549885,,,,,,
1614,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Exc_1,,,Spiny_1,ME_Exc_7,503814817,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
1615,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,,Exc_1,,,Spiny_1,ME_Exc_7,553219924,,,,,,
1616,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Inh_6,,,Spiny_1,ME_Exc_7,575200757,,,,,,
1617,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,328093618,,,,,,
1618,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,486783119,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_4
1619,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,,Exc_1,,,Spiny_1,ME_Exc_7,577218818,,,,,,
1620,aspiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,,Exc_1,,,Spiny_1,ME_Exc_7,526950199,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1621,spiny,sparsely spiny,Chrna2-Cre_OE25,Nos1-CreERT2|Sst-IRES-FlpO,,Inh_6,,,Spiny_1,ME_Exc_7,587077323,,,,,,
1622,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,,Inh_6,,,Spiny_1,ME_Exc_7,487445455,,,,,,
1623,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,,Exc_1,,,Spiny_1,ME_Exc_7,564770700,,,,,,
1624,spiny,aspiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,584219169,,,,,,
1625,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Inh_6,,,Spiny_1,ME_Exc_7,485911892,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1626,spiny,sparsely spiny,Chrna2-Cre_OE25,Sst-IRES-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,475057898,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1627,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,469761118,,,,,,
1628,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Exc_1,,,Spiny_1,ME_Exc_7,583817628,,,,,,
1629,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,480963429,,,,,,
1630,aspiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,320207387,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1631,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,313861794,,,,,,
1632,aspiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,480121089,,,,,,
1633,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,465924786,,,,,,
1634,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,487667205,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1635,aspiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,,Exc_1,,,Spiny_1,ME_Exc_7,562384889,,,,,,
1636,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-T2A-FlpO|Vipr2-IRES2-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,614767057,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1637,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Inh_6,,,Spiny_1,ME_Exc_7,322762730,,,,,,
1638,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,480122859,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1639,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Exc_1,,,Spiny_1,ME_Exc_7,490718897,,,,,,
1640,spiny,spiny,Chrna2-Cre_OE25,Glt25d2-Cre_NF107,,Inh_6,,,Spiny_1,ME_Exc_7,579452260,,,,,,
1641,spiny,sparsely spiny,Chrna2-Cre_OE25,Sst-IRES-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,324266146,,,,,,
1642,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,475895240,,,,,,
1643,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,481127173,,,,,,
1644,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Exc_1,,,Spiny_1,ME_Exc_7,490149337,,,,,,
1645,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,,Inh_6,,,Spiny_1,ME_Exc_7,588712191,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_11
1646,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,473611755,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_6
1647,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre|PhiC31-neo,,Inh_6,,,Spiny_1,ME_Exc_7,560581448,,,,,,
1648,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,480187546,,,,,,
1649,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,,Exc_1,,,Spiny_1,ME_Exc_7,488380827,,,,,,
1650,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Exc_1,,,Spiny_1,ME_Exc_7,482773968,,,,,,
1651,spiny,sparsely spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,,Inh_6,,,Spiny_1,ME_Exc_7,566463606,,,,,,
1652,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,570932768,,,,,,
1653,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Exc_1,,,Spiny_1,ME_Exc_7,471789504,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
1654,spiny,spiny,Chrna2-Cre_OE25,Nos1-CreERT2,,Exc_1,,,Spiny_1,ME_Exc_7,524090036,,,,,,
1655,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Aspiny_4,ME_Inh_7,471085676,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1656,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Inh_5,,,Spiny_15,ME_Inh_24,553231879,,,,,,
1657,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,,Inh_6,,,Spiny_1,ME_Exc_7,563338541,,,,,,
1658,spiny,spiny,Chrna2-Cre_OE25,Oxtr-T2A-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,580007431,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
1659,spiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Exc_1,,,Spiny_1,ME_Exc_7,475622793,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1660,spiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Inh_6,,,Spiny_1,ME_Exc_7,574914313,,,,,,
1661,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,,Inh_6,,,Spiny_1,ME_Exc_7,508883033,,,,,,
1662,spiny,spiny,Chrna2-Cre_OE25,Sim1-Cre_KJ18,,Inh_6,,,Spiny_1,ME_Exc_7,623474400,,,,,,
1663,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152|Pvalb-T2A-Dre,,Inh_6,,,Spiny_1,ME_Exc_7,590975447,,,,,,
1664,aspiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,,Exc_1,,,Spiny_1,ME_Exc_7,562381417,,,,,,
1665,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,476135066,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1666,aspiny,aspiny,Esr2-IRES2-Cre,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,485253111,,,,,,
1667,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Exc_1,,,Spiny_1,ME_Exc_7,501562903,,,,,,
1668,aspiny,aspiny,Chrna2-Cre_OE25,Vip-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,515315072,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1669,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,,Inh_6,,,Spiny_1,ME_Exc_7,521958756,,,,,,
1670,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,318362027,,,,,,
1671,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,,Exc_1,,,Spiny_1,ME_Exc_7,489751959,,,,,,
1672,aspiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,,Inh_5,,,Spiny_15,ME_Exc_7,513800575,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1673,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,484737013,,,,,,
1674,aspiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Exc_1,,,Spiny_1,ME_Exc_7,507918877,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_2
1675,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,482652174,,,,,,
1676,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,,Inh_6,,,Spiny_1,ME_Exc_7,513531471,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1677,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Exc_1,,,Spiny_15,ME_Exc_7,474660482,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1678,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,479993900,,,,,,
1679,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,488501487,,,,,,
1680,spiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,,Exc_1,,,Spiny_1,ME_Exc_7,505512874,,,,,,
1681,spiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,,Inh_6,,,Spiny_1,ME_Exc_7,557864274,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1682,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Exc_1,,,Spiny_1,ME_Exc_7,584931329,,,,,,
1683,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg3-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,584628220,,,,,,
1684,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,328876201,,,,,,
1685,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,478716304,,,,,,
1686,spiny,spiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25,,Exc_1,,,Spiny_1,ME_Exc_7,562385794,,,,,,
1687,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,480648382,,,,,,
1688,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,,Exc_1,,,Spiny_1,ME_Exc_7,527464013,,,,,,
1689,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,,Inh_5,,,Spiny_15,ME_Exc_7,585946742,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1690,spiny,spiny,Chrna2-Cre_OE25,Scnn1a-Tg2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,518290966,,,,,,
1691,spiny,spiny,Chrna2-Cre_OE25,Vipr2-IRES2-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,568990770,,,,,,
1692,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Inh_6,,,Spiny_1,ME_Exc_7,475029659,,,,,,
1693,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,480705931,,,,,,
1694,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,,Exc_1,,,Spiny_1,ME_Exc_7,490916919,,,,,,
1695,aspiny,aspiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,484571248,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1696,aspiny,aspiny,Chrna2-Cre_OE25,Chrna2-Cre_OE25|Pvalb-T2A-Dre,,Exc_1,,,Spiny_1,ME_Exc_7,583434059,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1697,spiny,spiny,Chrna2-Cre_OE25,Esr2-IRES2-Cre|PhiC31-neo,,Exc_1,,,Spiny_1,ME_Exc_7,560579916,,,,,,
1698,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,,Inh_6,,,Spiny_1,ME_Exc_7,508911693,,,,,,
1699,aspiny,aspiny,Chrna2-Cre_OE25,Sst-IRES-Cre,,Inh_5,,,Spiny_15,ME_Exc_5,504608602,,,,,,
1700,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,487405644,,,,,,
1701,aspiny,aspiny,Chrna2-Cre_OE25,Ndnf-IRES2-dgCre,,Inh_6,,,Spiny_1,ME_Exc_7,526801742,,,,,,
1702,aspiny,sparsely spiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Inh_6,,,Spiny_1,ME_Exc_7,591778248,,,,,,
1703,aspiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Exc_1,,,Spiny_1,ME_Exc_7,475622680,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1704,spiny,spiny,Chrna2-Cre_OE25,Nr5a1-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,486510127,,,,,,
1705,aspiny,spiny,Chrna2-Cre_OE25,Cux2-CreERT2,,Exc_1,,,Spiny_1,ME_Exc_7,505500191,,,,,,
1706,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,569955315,,,,,,
1707,spiny,spiny,Chrna2-Cre_OE25,Rbp4-Cre_KL100,,Inh_6,,,Spiny_1,ME_Exc_7,471131311,,,,,,
1708,aspiny,aspiny,Chrna2-Cre_OE25,Chat-IRES-Cre-neo,,Exc_1,,,Spiny_1,ME_Exc_7,575774870,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1709,aspiny,aspiny,Esr2-IRES2-Cre,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,485182007,,,,,,
1710,aspiny,sparsely spiny,Chrna2-Cre_OE25,Sst-IRES-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,324466858,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1711,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,480792667,,,,,,
1712,spiny,aspiny,Chrna2-Cre_OE25,Htr3a-Cre_NO152,,Exc_1,,,Spiny_1,ME_Exc_7,442627661,,,,,,
1713,spiny,spiny,Chrna2-Cre_OE25,Rorb-IRES2-Cre,,Inh_6,,,Spiny_1,ME_Exc_7,479492800,,,,,,
1714,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,,Inh_6,,,Spiny_1,ME_Exc_7,559387643,ME_Exc_13,Spiny_14,Exc_3,ME_Exc_13,Spiny_14,Inh_4
1715,spiny,spiny,Chrna2-Cre_OE25,Ntsr1-Cre_GN220,,Exc_1,,,Spiny_1,ME_Exc_7,471819401,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
1716,aspiny,aspiny,Chrna2-Cre_OE25,Pvalb-IRES-Cre,,Exc_1,,,Spiny_1,ME_Exc_7,488688580,,,,,,
1717,aspiny,spiny,Chrna2-Cre_OE25,Tlx3-Cre_PL56,,Inh_6,,,Spiny_1,ME_Exc_7,588699048,,,,,,
1718,spiny,spiny,Chrna2-Cre_OE25,Ctgf-T2A-dgCre,,Inh_6,,,Spiny_1,ME_Exc_7,509881736,ME_Exc_13,Spiny_14,Inh_6,ME_Exc_13,Spiny_14,Inh_2
